candidate_id,branch_type,source_keyframe_id,target_keyframe_id,source_scan_index,target_scan_index,source_processed_index,target_processed_index,source_timestamp,target_timestamp,source_fraction,target_fraction,keyframe_gap,path_gap_m,pose_distance_m,pose_angle_diff_rad,descriptor_error,descriptor_shift_rad,relative_pose_init_dx,relative_pose_init_dy,relative_pose_init_dtheta,relative_pose_icp_dx,relative_pose_icp_dy,relative_pose_icp_dtheta,mean_residual_m,inlier_ratio,translation_correction_m,rotation_correction_rad,score,accepted_before_dedup,accepted_final,accepted_loop_id,rejection_reason
10,anchor,61,16,454,122,227,61,1774265808.441694,1774265777.826819,0.7176470588235294,0.18823529411764706,45,11.19905755224477,4.7226970447296415,2.2451102349486103,0.15501041666666668,-0.2617993877991494,0.08069945311265653,0.7501740898360476,-0.2617993877991494,0.40348702968993894,-0.020143803708902813,-0.20455230581040704,0.07336003015556349,0.7083333333333334,0.8352134318293525,0.05724708198874237,0.5485896058953975,False,False,,lower_score_than_best_current
11,anchor,61,17,454,130,227,65,1774265808.441694,1774265778.563697,0.7176470588235294,0.2,44,10.975088650926345,4.916148708216626,2.256933967466088,0.16061371527777776,-0.17453292519943295,0.162715420836265,0.2256581829794707,-0.17453292519943295,0.1570901693947131,-0.018139374385229088,-0.17443763559435768,0.024132361914370553,0.9583333333333334,0.2438624457163808,9.528960507526607e-05,0.909809962367071,True,False,,suppressed_by_dedup_cluster
12,anchor,61,14,454,108,227,54,1774265808.441694,1774265776.534669,0.7176470588235294,0.16470588235294117,47,11.566144883418659,4.382543871907467,1.9112868856850262,0.16670081018518515,-0.5235987755982988,0.3413096674224026,0.7359704899511595,-0.5235987755982988,-1.3312775233796927,0.6712513322941167,0.9275020222072595,inf,0.0,1.6738388453501376,1.4511007978055583,-inf,False,False,,below_inlier_ratio
13,anchor,61,8,454,70,227,35,1774265808.441694,1774265773.011149,0.7176470588235294,0.09411764705882353,53,12.798720684420603,3.288222524507041,0.9826700243385793,0.16925318287037036,0.0,-0.28860368870475883,0.8552844186320726,0.0,2.9836024875646063,-2.7643463607999763,2.828715544051109,inf,0.0,4.879452862711888,2.828715544051109,-inf,False,False,,below_inlier_ratio
14,local,62,1,460,2,230,1,1774265808.992601,1774265766.715578,0.7294117647058823,0.011764705882352941,61,14.758680205359095,2.8118717747137043,0.6984352457857192,,,-0.02065651994736714,2.811795900419385,0.6984352457857189,-0.02065651994736714,2.811795900419385,0.6984352457857189,inf,0.0,0.0,0.0,-inf,False,False,,below_inlier_ratio
15,local,62,2,460,20,230,10,1774265808.992601,1774265768.386976,0.7294117647058823,0.023529411764705882,60,14.524611162575898,2.819584556005069,0.7191717505384636,,,-0.3000327449000384,2.8035758274835456,0.7191717505384636,-0.3000327449000384,2.8035758274835456,0.7191717505384636,inf,0.0,0.0,0.0,-inf,False,False,,below_inlier_ratio
16,local,62,3,460,28,230,14,1774265808.992601,1774265769.128131,0.7294117647058823,0.03529411764705882,59,14.281750658954191,2.864374597184509,0.7611116612024345,,,-0.6597562321395948,2.7873578075211105,0.7611116612024346,-0.6597562321395948,2.7873578075211105,0.7611116612024346,inf,0.0,0.0,0.0,-inf,False,False,,below_inlier_ratio
17,local,62,0,460,0,230,0,1774265808.992601,1774265766.515001,0.7294117647058823,0.0,62,15.017691694962455,2.927862442812011,0.5056794121148508,,,0.7700677708598214,2.824778595272929,0.5056794121148508,0.7700677708598214,2.824778595272929,0.5056794121148508,inf,0.0,0.0,0.0,-inf,False,False,,below_inlier_ratio
18,local,62,4,460,36,230,18,1774265808.992601,1774265769.865751,0.7294117647058823,0.047058823529411764,58,13.975280414106795,2.944357191743052,0.6637594978442192,,,-0.689650581250498,2.862450235087049,0.6637594978442193,-0.689650581250498,2.862450235087049,0.6637594978442193,inf,0.0,0.0,0.0,-inf,False,False,,below_inlier_ratio
19,anchor,62,10,460,84,230,42,1774265808.992601,1774265774.308013,0.7294117647058823,0.11764705882352941,52,12.62366563115433,3.588888914460146,1.1357424707481245,0.1707936921296296,0.0,-0.2535052495599452,0.8563010069876944,0.0,-1.7257561385632967,-0.41737145023982497,0.9083443412730687,0.17905927599269883,0.08737864077669903,1.946731673464822,0.9083443412730687,-0.3317710196261354,False,False,,below_inlier_ratio
20,anchor,62,16,460,122,230,61,1774265808.992601,1774265777.826819,0.7294117647058823,0.18823529411764706,46,11.44112250873899,4.684469531714081,2.102504783454472,0.18717071759259263,-0.3490658503988659,0.17658529270450846,1.052275573675028,-0.3490658503988659,0.18965309182506745,1.214602400294665,-0.4038012108303384,0.08276896622268944,0.2524271844660194,0.16285197577633792,0.05473536043147248,0.15063625264412256,False,False,,below_inlier_ratio
21,anchor,62,14,460,108,230,54,1774265808.992601,1774265776.534669,0.7294117647058823,0.16470588235294117,48,11.808209839912879,4.34073050494225,1.768681434190888,0.19528877314814816,-0.6108652381980153,0.5121178938308427,1.0029610339094632,-0.6108652381980153,2.3811703963205892,-0.60267108494729,-1.820664356859848,0.10568583259043307,0.3592233009708738,2.464023489775942,1.2097991186618327,-0.053354836530245135,False,False,,below_inlier_ratio
22,anchor,62,11,460,90,230,45,1774265808.992601,1774265774.866308,0.7294117647058823,0.12941176470588237,51,12.414477981123195,3.7931560818330077,1.3939309558131558,0.19641782407407404,0.08726646259971647,-0.26512491997597853,0.7142975343086748,0.08726646259971647,-0.39771969373102567,0.2558687822565966,0.11352738256834227,0.08843149778544752,0.5048543689320388,0.47721933608685424,0.0262609199686258,0.3673878915394746,False,False,,below_inlier_ratio
